keywords,count,pct
Tableau,1,0.14285714285714285
agile,1,0.14285714285714285
Scrum,2,0.2857142857142857
Java,2,0.2857142857142857
GCP,2,0.2857142857142857
Python,3,0.42857142857142855
SQL,3,0.42857142857142855
Airflow,3,0.42857142857142855
API,3,0.42857142857142855
AWS,3,0.42857142857142855
